shape_area,bbl,shape_len,doitt_id,bin
3236.13885501317,1019880010,316.79241955424,487759,1059753
5458.96917791481,1018840018,415.08756264645,308336,1056994
770.72369514328,1019430052,117.38902765128,397047,1059035
4960.19538505467,1020890039,299.98163979089,604788,1062348
3382.96337090695,1019520029,264.36838025031,1254920,1089318
1241.1226557532,1020630029,190.24844524034,694634,1061510
4743.42806294782,1019700055,433.39505870049,67713,1059629
1111.29918914891,1019270139,173.52063763245,372570,1058542
891.45106301098,1019440156,136.29748533939,214000,1059088
748.55115535997,1020510059,124.64237497165,271544,1061059
755.6798116009,1020420021,131.16629586419,566855,1060717
5737.35545217414,1018467503,396.02383047998,1262163,1089445
6261.02212861994,1019540050,561.93614029314,798454,1059391
37158.7364261199,1019460001,998.19728676409,821173,1059111
1143.37998363477,1019607502,135.91762348996,954108,1084479
945.18588209147,1020240058,160.90398335735,541934,1060316
1920.89520154393,1020797501,182.73160942293,988110,1087115
1045.90429320806,1020580021,167.63777422449,408995,1061240
6663.20019712331,1020500011,490.96611264148,632563,1060928
4160.62423126094,1020870091,370.37715865871,310948,1062309
4900.82906223374,1020510043,411.35554877125,511989,1061053
745.15197523821,1020410006,129.51810790958,380867,1060641
921.14936888682,1020410102,138.9356112897,252823,1060684
1505.40001843179,1019530063,169.26454799112,191383,1059365
6930.54020809499,1020880029,464.06710108752,18957,1062320
1383.6738062979,1020580008,212.08840388953,448398,1061228
1078.28080153825,1020500037,160.97998713732,562156,1084162
1535.41069733566,1019390036,191.37892289857,627392,1058817
10102.9572468993,1020260060,402.19269300471,1281171,1089378
3881.39845263202,1020510031,345.84682737611,686508,1061049
7164.05070354703,1018470042,707.32687141981,431901,1055806
7139.64786525905,1020280001,420.85088668377,990080,1060427
1772.5630002749,1019770036,233.65379917426,33221,1059680
1077.46671964732,1020500068,164.25255465272,143052,1060965
1690.35066633184,1018480004,218.10305032208,278096,1055825
2250.9341323276,1019820104,200.55888243073,638062,1059719
862.40904175312,1019370039,133.78401635482,475214,1058716
961.1087771102,1020410036,145.66515304335,425699,1060657
309.06758015006,1020250012,70.32222411362,967508,1086986
2492.94580832064,1020950033,244.88100387873,435115,1084378
926.32961772421,1020620026,149.21935594325,734821,1061445
819.8270481395,1019420018,131.3581135139,356668,1058946
930.89520129789,1020610026,143.46798494474,503722,1061392
850.14648502655,1019600041,133.26557294994,635500,1059476
409.44963117549,1019570140,80.94283024113,1225575,1089540
1810.73276883799,1019240021,204.31179209637,458597,1081323
1171.80013445755,1020230050,154.00738944004,88745,1060237
2333.96585490965,1020710029,255.81350830637,33056,1061735
1784.753770994,1020530065,256.22571802886,70929,1061139
2987.48589131835,1020540044,259.02057005768,379979,1061181
5031.60521306633,1020760053,447.62619960882,35514,1061920
308.07662375351,1020240048,71.44304091297,1269499,1089935
832.25324040686,1020810041,140.80955356208,772417,1062108
1115.35960080064,1019270014,139.21060659913,865283,1087415
3359.37248094994,1019310061,234.82759592396,617412,1088140
2615.60514232266,1020510087,262.47415963222,734464,1061079
1714.29267504148,1018670069,209.35698862092,126,1056056
2624.56687150507,1019870041,266.04227434174,519092,1059745
17156.9889644101,1018467501,787.97200530344,575482,1076524
708.97369570429,1020510117,116.90494018781,536627,1061096
1487.03933834072,1020680042,169.83776563097,432775,1081827
6627.30338690839,1020990011,512.46986007382,732041,1062464
1174.96102688228,1020600035,175.63085074336,152176,1079818
1646.91768943755,1020760031,185.97882663755,283111,1084346
1858.9936786059,1018470051,225.84851949417,336270,1055810
702.72358793196,1020940026,132.34940593918,722430,1062422
1825.79764461269,1019240033,201.78729621036,84871,1058424
930.40660869174,1019490154,150.92088860365,270626,1059261
1009.97187423624,1019400039,158.6192053813,950159,1058864
4402.75150042557,1019547501,278.87788327642,1262808,1089672
764.68869384178,1019370024,128.52843837773,802858,1058707
985.78443083692,1019470110,165.77635180872,225245,1059166
1726.83095382771,1019590053,205.74852664264,686652,1059457
7440.47766988817,1019430001,613.70205809688,635839,1081519
3365.59654629866,1018830040,274.97205047719,48550,1056980
829.79621066989,1020830061,135.45143285793,726879,1062206
2536.35914142609,1020800055,238.95571285769,53642,1062058
1595.98352262032,1019530008,193.65327067706,9666,1059328
8064.22341822751,1019820010,393.28394395425,289768,1081790
1642.4930807729,1019410020,208.46512560442,581647,1058884
1979.36786321122,1020480040,225.8505008952,621392,1060913
3269.92061276028,1018260006,294.28397634983,179281,1055061
1071.28663546064,1019370044,159.15939096438,606104,1058721
1219.13232262631,1020230048,155.69388073961,843019,1060235
2561.32580836245,1020340052,255.51519804791,45151,1060577
1136.90744280383,1019480158,176.20802997652,431133,1059224
2154.3634513999,1020330011,222.17751007412,747587,1060525
1564.40666834707,1019220059,179.19975654926,804958,1058382
776.99420824806,1019490051,139.66061103141,455639,1059245
6801.10810602048,1019940088,523.71268696299,364362,1059878
7223.03765289407,1020760049,533.45733748196,650114,1061919
752.32150791127,1019420006,130.66973793973,869306,1087426
776.43104669036,1020410125,130.4731400551,619364,1060689
9206.76629046185,1019670089,454.63648568811,174922,1059581
840.15655178423,1019600056,138.03718072116,500611,1059481
2338.94868979118,1020510093,259.43536217149,24211,1061082
2106.98916289346,1019400003,200.31590181237,149367,1084051
1007.19581245851,1020790053,170.39425450125,240518,1062002
6803.89665732878,1018820020,471.04828838737,342940,1056906
1801.62912473802,1019410030,212.8335682225,580015,1058893
2897.27985012489,1019690065,303.1670604674,731177,1059617
1005.71837661825,1020237501,161.4274533891,363012,1060258
10708.3978443785,1019500041,689.67002366034,764541,1059276
1697.75159734245,1019480012,212.17692787659,226507,1059184
2759.7254901925,1020360013,268.19034733858,609389,1079785
10149.1525698209,1020280001,534.56148788799,990103,1086081
2453.0230067723,1020540016,252.79055219221,147690,1061167
2138.14626196802,1020600047,252.93103540892,297970,1061362
829.46700645156,1019500008,133.70800613248,486532,1059270
1124.47322311329,1019427501,135.29818950335,344226,1085347
1552.27882987016,1019250063,186.03572456466,511806,1058458
1828.79978506326,1020500112,252.82163295154,22625,1060999
788.15525682522,1019400031,125.17593685392,349541,1058842
4981.35075863967,1019980006,299.44445774299,556127,1059924
8887.98468340655,1019450011,446.72654857359,58238,1059094
1047.54077853578,1020420001,162.21185171591,683509,1060698
1024.61168978641,1020580023,167.05462108132,479063,1061242
1071.66807651199,1020580117,146.7467197861,151824,1061263
936.63601017389,1019260149,155.53726744828,740980,1058488
1944.99164424852,1019770035,230.1584866161,596832,1059679
8062.19916829165,1019680039,577.17913889849,628809,1059596
875.36301587637,1019420024,136.35946438778,835146,1058951
4450.78803118913,1020530058,377.29658968155,203611,1061133
6539.6085448835,1020957501,341.47146689894,996828,1087600
6741.40992773305,1020750056,504.74702625206,784811,1061894
848.18998647775,1019447501,133.79662300284,17193,1085350
1041.03669752834,1020760018,188.50985192806,420115,1061904
7471.96174403795,1020947501,481.8897814021,87075,1062427
1233.95525098908,1019470046,174.86458083496,238088,1059147
1277.28244877548,1019250061,168.29858926511,236566,1058457
776.52774087891,1019600013,119.08070814672,326068,1059463
17787.1027827129,1020520001,880.41386563197,541487,1084164
643.35602134615,1020510141,109.64790969222,307665,1061116
1089.45312149912,1020500077,187.66176552867,290876,1060974
1115.1846199822,1020680058,148.25972261771,511268,1061688
1998.99369576503,1018290006,252.92555535176,480414,1055139
1202.93654032003,1020620025,176.99515652532,654352,1061444
1263.52586015503,1018850017,184.40422269596,713745,1057024
1144.32187245758,1020630042,169.2321660286,280328,1061523
3568.18644733853,1019610001,282.81803220692,61176,1083609
2150.39580464076,1018310061,219.11400334575,692729,1055249
855.95150182448,1019410054,135.1219888567,272793,1058913
1782.72557335596,1019430023,237.2369354271,448038,1059016
987.00604469403,1020240050,162.34797330433,61897,1060309
1397.84214885004,1020530074,195.81428340003,761029,1061146
1830.24981421354,1020810006,251.9650690191,771566,1079503
1550.66006267541,1270029882,181.24607343223,1269538,1795018
1150.88208477289,1020500069,188.12108806758,362367,1060966
1331.27122489146,1020630031,193.25477692386,46104,1061512
2385.08164955633,1020250053,247.54802608867,281361,1060383
372.89421043231,1020237503,78.66192054042,1115668,1083074
1458.44041249008,1019430024,181.04300063598,118185,1059017
1463.45046052725,1019280002,183.74956163249,778944,1058546
3684.15546508406,1019370031,322.71342043361,238673,1058713
884.20208761486,1020800052,136.21151387884,132322,1062055
1967.44366295029,1019580055,256.40309955285,672916,1059440
1110.99958707277,1020590021,152.12984168946,683059,1061289
290.20350977238,1020230118,68.15700886089,1214864,1089547
777.31447818738,1019430010,124.33106903058,533396,1059004
2542.63371019463,1020010050,266.80525542676,340962,1079754
931.17569950078,1019470054,152.37070937085,445049,1059154
837.02962700337,1018497501,121.71714548262,1254925,1089246
1019.64851575445,1019380019,152.52799406371,208243,1058775
55918.8964479609,1019570105,1811.97862216526,78376,1084077
9161.95808995864,1020900029,614.18113378649,361161,1062361
8880.14241246786,1020980053,701.91645400545,39111,1062461
1793.51745432771,1020840049,224.8649947332,205511,1062245
761.17790608559,1019370016,131.18716898416,167275,1058699
1140.39018223591,1020680005,181.09753609341,234783,1061654
1777.41985953512,1020700027,223.89566727254,62905,1061720
1202.54160875225,1020820017,172.59459284874,546006,1062144
1097.08616562189,1020250021,145.66702705568,260884,1060365
1926.79908112677,1019530055,223.34243400753,396194,1059357
889.57005227127,1019380005,138.82704111379,849057,1058761
14977.7285950732,1019310010,620.82194067948,238591,1058654
894.41620950255,1018270039,139.20885619082,37006,1055091
2188.21756849188,1020790028,229.8726851959,828528,1061982
12796.9170817848,1020310054,945.39801784036,32314,1060493
1478.12652001015,1020450092,191.0768034072,720582,1085375
2203.0615117449,1021000001,217.06646253327,989568,1087015
837.34664582419,1020590151,137.89969384639,218440,1061334
944.23780318381,1020610027,144.07486130355,317986,1061393
4445.92944540458,1019520004,268.04851668569,272213,1059306
9972.73386570246,1019940072,792.79519590806,165739,1059875
1145.97568728883,1020620024,175.6696725765,310640,1061443
2981.10500191176,1019880103,256.65997260624,814592,1059795
1744.93245570797,1019240008,206.3032127492,365723,1058415
3405.23133813308,1020710019,321.39217370472,526091,1061731
945.61948317566,1020730013,153.03167779462,2056,1061784
2033.93182805356,1020340036,237.07031046318,127329,1060568
1112.54829413855,1020500184,187.36101142042,171787,1061026
2577.39300389466,1019880093,252.65298613736,133302,1059789
7636.48696555109,1019570001,402.38485261662,794005,1084067
988.8588653495,1020240018,162.61749723414,640095,1060280
3240.56355134952,1020870018,318.26847337771,306741,1062291
1138.48496140573,1020840043,146.33820525,101478,1062239
5109.2483028597,1020540096,426.05433440534,145950,1061192
2700.81887788443,1019930105,256.25097837893,737691,1059862
816.56324178692,1020620129,132.47790088548,843262,1061477
10781.1415447728,1019480030,465.08560853004,106027,1059197
1837.31137178831,1018310009,245.48633488436,180919,1055225
10187.1499279233,1020910036,428.18890913214,825656,1062370
2558.51427259143,1020950033,249.16630250849,567813,1084379
4183.38209163749,1019900050,288.62517468082,229341,1059828
1073.02959244347,1020500109,162.1482313637,822700,1060996
860.28659897545,1019370143,134.2141476472,346136,1058752
1980.68628944415,1020320031,228.27099792218,658083,1060508
7257.18321052123,1020320023,373.25846942667,1256136,1088288
217.60592204249,1020250119,61.87172080693,971215,1086997
222.86194145578,1020540040,63.76465219487,1269567,1089915
10041.3407744189,1019950010,719.90181870072,371220,1059882
690.28201103044,1019430050,113.24927493079,228476,1059033
968.30619525006,1019600064,146.41574495809,497593,1059489
791.31805041803,1020510124,119.49372962556,808192,1061103
2483.6212492441,1019660044,254.08283834079,88073,1059534
1022.34453741448,1018950067,177.78437454578,811760,1057355
1010.69019941764,1019260113,158.54512718379,1006860,1087164
3898.82390576542,1020700029,323.8727349746,754089,1079852
643.00345436899,1020940125,130.09071991699,97620,1062428
537.18392455535,1021000001,92.7622602277,1269581,1090075
10538.3435765572,1020310038,846.32015236691,822077,1060487
94651.0281920964,1018650001,2379.95084590833,1215074,1082706
7107.20075957527,1020320043,524.88535642327,465691,1060511
10916.3000395143,1019690040,675.43419202109,134006,1059613
16877.9410425973,1019330001,981.55401923541,505860,1081503
4084.4531050653,1020680011,368.57417156048,35475,1061659
9936.21612419989,1020540082,658.0284563365,332815,1061189
868.23418251601,1020810018,136.35241244326,347731,1062087
2234.18620420546,1018310001,246.9446731289,223275,1055219
2530.72321631949,1020260051,251.17447839671,412734,1060420
1138.79307140409,1020250011,167.76625910052,555443,1060355
8807.51227313468,1020860029,637.07444848018,83282,1062268
1091.2766870933,1020940037,178.15829896888,843694,1062423
2543.54231008924,1020340058,256.09939688082,596155,1060581
800.35069653325,1020760127,134.43244069504,558661,1061926
988.21881861744,1020240139,164.66123337921,188352,1060337
2636.5202144525,1020347501,261.25371713084,954064,1060557
777.28902734592,1020800039,140.202401592,697373,1062042
1823.84727194226,1020440007,221.31548538607,819581,1060769
2560.46115249454,1020300033,251.27696079634,517594,1060458
824.49686249256,1020620005,131.54748667794,437442,1061433
21459.8058374761,1019730001,690.95594795269,777076,1089910
907.82485492652,1019270110,140.68779952462,325543,1058538
1835.21870832608,1018290002,260.29458377574,189011,1055135
7422.08719605808,1019980013,348.34854400109,600831,1059926
961.90088854854,1020730043,170.91500369445,86052,1061807
4362.29729056679,1020020052,376.47952107796,417371,1059965
925.56841483864,1019470154,152.18639494871,598847,1059170
1159.75567774095,1020680033,169.86918467423,366607,1061670
1457.36769364941,1019240104,197.69209340351,673176,1058438
2655.53312866444,1020330031,255.45297932499,210303,1060535
1400.04676406754,1018850050,211.06422054107,414190,1057040
1299.56056363756,1020810059,145.595539184,39989,1062123
750.60526028127,1020450227,111.85118759751,1118404,1087312
1968.28569429921,1020800032,227.85027503755,833580,1062035
939.39211633354,1020250027,140.73123871271,323853,1060369
2430.51146862012,1020250044,245.99964111444,138339,1060377
1010.8671769873,1019530124,152.32240295004,1257137,1089539
961.0624650865,1020250003,140.02063282602,583520,1060348
911.26364581108,1019490105,149.80197938979,776443,1059256
1406.16523259447,1020590017,161.73138909222,841845,1061285
327.23720116491,1020240018,72.40702885755,1204952,1089552
763.13535874359,1019370045,130.31658255998,826991,1058722
8493.11027844166,1020880051,582.527317395,169956,1062325
13956.6456826407,1019750001,663.07430822871,120821,1083643
1135.75770386373,1020670030,146.26966732762,422095,1061619
23279.8534631635,1019730001,817.52100494094,1264159,1084468
779.75164896581,1019370020,129.14963971322,234327,1058703
1459.02274374208,1019620035,153.11364897266,242679,1059509
2868.55968502367,1018460057,259.50846122594,266573,1055776
1555.77610407525,1020680043,178.25901545344,28662,1061679
876.14197214658,1020920140,129.26462327381,569611,1062391
14918.4349086052,1019300053,600.36817323467,806389,1058648
837.95314890112,1020730041,136.16568184422,279217,1061805
825.06450461769,1018470029,132.65917054262,448162,1055796
678.60479873908,1020890015,123.03625952674,334380,1062335
11315.1249629114,1020390010,521.06412980137,1106446,1087790
6838.21116768574,1018820024,469.35604202234,840354,1056907
319.99524494052,1021000001,71.5646389028,1256135,1089157
2449.19098210477,1019270051,228.16154033714,661340,1058527
848.93455913443,1020820126,157.5988854094,152676,1062175
2609.85370073702,1020760013,262.36372964827,162771,1061900
17025.0734444934,1020870078,706.03093174143,808091,1062307
5123.13075015204,1018950072,418.05221347304,651178,1057357
790.79514120343,1020420020,132.55216090583,766646,1060716
8647.13068061552,1020530033,638.21412639618,532440,1061130
6863.66539529628,1020930029,494.54300480022,163520,1062398
2700.79701011914,1019930104,256.25123543048,240660,1059861
1117.70447787477,1019370015,171.0957355539,673668,1058698
1740.67372270636,1020340033,219.97254503009,94479,1060565
1013.14037822214,1020240020,166.03241747661,112119,1060282
1482.94673675164,1019427501,154.05711555288,780961,1085349
966.06005599234,1019480005,154.61270133705,42475,1059177
919.675135028,1020800015,150.54968415134,666750,1062021
3903.82180521751,1019770018,340.27912703638,625624,1059670
427.93040895518,1020237503,83.47219966741,441755,1085625
901.19588178866,1019280026,143.39822384095,226466,1058561
1785.313341295,1020450074,242.17042807082,91661,1060834
1369.99350561862,1019990033,176.7450662849,1065766,1059939
11013.7666247317,1019820038,473.8725786992,430953,1083663
2198.10192660159,1019670045,200.54211010631,532309,1081785
10189.0930546811,1019300057,501.93910917626,494791,1058650
2475.53345497527,1018470053,245.4534667002,682491,1055811
2969.89139746054,1020600025,259.0978574583,200349,1061347
872.14258155857,1019400025,137.84239698592,727339,1058837
30076.8206786793,1019860065,709.87781564483,724911,1059727
2945.57732179017,1019660095,293.21352287733,788123,1081777
1633.70646012221,1019410020,209.39932154703,772845,1082380
6918.37955704482,1020760001,541.81382800269,108295,1061896
3448.47741274145,1020870036,292.43314873415,570996,1062302
938.53765374038,1020250017,139.51618945023,635680,1060361
2657.56312327632,1020360064,260.29328078295,598969,1060603
8829.39092683214,1019570001,415.0298779335,996817,1084068
1636.70307547967,1019310064,178.05418270325,596301,1058664
2486.06066918643,1020720026,251.78037028409,252276,1061765
2329.65841029539,1019700034,248.24265432627,28425,1059624
7606.41714646168,1020580055,423.18014080644,748783,1061255
945.20881068971,1019490056,151.41469334297,583484,1059250
16594.5931501154,1018860001,590.13688660672,816386,1083301
813.37440453266,1019600037,131.77798895759,207485,1059472
1830.35747818224,1018460044,243.69227891527,666611,1055765
2813.87629399658,1020310003,252.43931522342,515247,1060470
1081.66254925391,1020840045,147.91024499662,241476,1062241
535.10437003044,1019980049,116.22389499242,475288,1089122
11999.3559473946,1020980013,764.03327296123,94824,1062453
3281.8336176304,1018960032,267.29199745431,663095,1057370
1280.42214214018,1020480043,196.39450757897,160885,1060923
4340.7782207578,1018960087,313.32556610554,708929,1057386
8061.1053045332,1019820017,373.42276632157,782489,1059697
11435.4248973909,1019630048,817.32881660003,483247,1059523
8150.74012784479,1020500131,612.94843951438,63592,1061002
1193.59145567863,1019520102,157.98322470103,261154,1059320
928.97768404092,1020740018,143.88347821788,314882,1061853
2951.41902265536,1019880044,305.54355976165,832509,1059773
1299.2805141803,1019470125,150.89618329051,865393,1086054
1612.99308343794,1020480039,212.90259059751,710270,1060912
2350.90451773886,1020840064,252.2656327009,807902,1062253
1065.77060148405,1019980049,147.68679100694,1116062,1089118
3383.95490984401,1020720006,296.52775335637,577573,1061759
972.82491025428,1019480155,154.49897553833,798158,1059222
2469.60649862956,1020950031,239.83487931705,710055,1062437
6242.73512386416,1018670060,443.96327284714,119100,1056053
1846.81133303488,1018290038,235.69289722503,535311,1055162
938.88455467158,1020240047,161.20543940672,769093,1060306
1990.40370309262,1019427502,222.09691034636,941752,1058956
6906.32841704298,1020620014,504.45568223502,678322,1061438
987.73819434084,1018270024,147.58414392122,372094,1055081
1016.22588600944,1020530072,140.55215754756,626443,1061145
1761.59028627766,1018300011,221.04087687192,174623,1055191
2156.22679486591,1019820015,230.37350710567,253226,1059695
967.22244635159,1020590030,161.58716109593,290634,1061298
3280.35869359241,1020780053,319.90220904305,375727,1061965
1812.5825661922,1018290050,230.26903143932,155396,1055173
819.46512063419,1020930035,146.26357856083,509007,1062400
3349.17498546997,1018830030,319.52545819682,290614,1082738
951.12964750774,1020790048,146.20142513417,247144,1061997
1063.56601436025,1019400141,162.22500142118,520080,1058865
322.93639236724,1020240062,71.92552826802,1189637,1089565
968.09908848545,1019380014,141.82120731747,198953,1058770
1782.44250075891,1018290050,237.40502147237,756656,1055170
2727.95522536857,1020820050,264.03437838279,454009,1062164
3001.5705830135,1020850032,254.75261781035,61965,1062263
13626.7212073955,1018660001,842.25067524942,228616,1084029
14504.8239043619,1018270001,664.36260088618,406461,1055075
1132.57758598787,1020597503,169.24681677891,428255,1061270
3551.7794921091,1018840040,334.46281467958,389621,1057001
935.74454474154,1018270046,143.52055471286,1044439,1087970
3728.26825689476,1020650014,323.66931508495,665199,1061575
4930.42528262277,1020680044,298.08094862373,136445,1061680
730.71829705875,1020510058,123.25151568522,372097,1061058
14378.048853258,1020470044,489.73410204537,112055,1060903
3374.99948931044,1020700047,321.35073190152,455272,1061725
1731.55274598133,1019240005,203.93139632643,303919,1058412
909.58334266301,1020850001,122.7784338332,1269631,1084179
1035.51710297207,1020730163,141.99860494938,296321,1061842
1622.21664121822,1020760031,185.14016867876,28685,1084344
426.15998010715,1020280016,84.87607695505,1262810,1089140
367.61055484339,1020250026,80.92239705235,939093,1086994
1134.46831714563,1020620124,173.45065910458,356598,1061474
7105.15885549763,1020650007,338.90380017317,758606,1061571
1571.61548364643,1020430015,191.0251741466,769760,1060749
3392.05941587802,1018270018,300.27613319395,287551,1055077
1681.37030451829,1019530061,187.95414295485,552938,1059363
842.51841375668,1019400007,141.89479335355,228494,1058825
2402.57095594223,1020340024,248.3567996791,559708,1060561
2448.59402593236,1020330024,253.3252943771,129127,1060531
949.67118497501,1020860043,163.70934136573,619444,1062275
961.25727084967,1020610144,141.7212348863,669278,1061430
3315.8773364786,1018260044,325.9919075587,164549,1055070
2029.32399565466,1019437502,224.78736060721,954049,1059043
836.34549561469,1019500003,131.78767224122,397932,1059266
845.33225730086,1020670054,136.12206261807,361697,1061633
1852.93827638513,1019437502,229.98294556101,958279,1059040
7163.85898077075,1019490018,551.59195035897,390858,1059238
971.65037604606,1019280016,144.6368285421,526384,1058556
5646.21314148864,1019900010,415.77568690072,378507,1059819
9032.75949583204,1020020002,645.02820342507,351850,1059949
4767.23225739663,1020300054,284.89938285098,654438,1060466
162.17960151689,1020580011,50.99588315017,502681,1083668
1169.44047724805,1020610041,151.80553198278,274694,1061405
701.75351957349,1020510057,120.45222132297,836914,1061057
5137.95294414995,1018267501,425.57831225546,390472,1076519
2130.71928810325,1018480027,193.23745264803,1152944,1055846
7652.23044745989,1020740061,512.68572420036,248873,1061873
855.38750698198,1019470052,143.21405946757,86697,1059152
2499.64375976498,1018290009,275.17766088114,490887,1055141
4816.72285844301,1018310049,293.97223453212,476795,1055244
1075.78896575978,1020240111,149.06979988195,438107,1060325
1462.69955887802,1019580052,210.61280693628,660115,1059437
969.13545672348,1020580026,165.04277611952,332700,1083669
940.33982722457,1020410131,139.67917873182,817201,1060695
1767.89778058626,1019440024,206.11179562294,11036,1083305
17554.7992592445,1020290011,805.10301318606,550134,1060432
3286.78678589419,1018470066,304.79498073991,93201,1055820
6185.04896108568,1018280034,502.48193624838,834056,1055119
1023.76061974897,1020410129,143.53467915732,722067,1060693
1874.21956262282,1019440024,221.01018139614,34239,1077379
760.01037533385,1020420023,131.33754474229,228744,1060719
1739.75711836943,1018960023,199.81799922332,465876,1057368
1151.32798728907,1020580013,168.74756204445,616249,1061232
1050.26887140771,1020500175,186.85631125878,593297,1061022
855.73982515234,1019410053,135.11332135819,19968,1058912
1051.09426671525,1020250023,144.98988971067,260037,1060366
2447.18227201803,1020540015,252.27770788919,666747,1061166
2086.4700619057,1019580041,241.5735859977,421972,1059432
903.30905612307,1020800022,135.95263097474,613192,1062028
2097.67159026649,1019380001,217.29337927655,414472,1084045
8874.08373329531,1020310023,675.38007333528,517230,1079777
19875.119670268,1019780001,633.66302378344,170222,1084110
1896.44183992297,1020450096,207.30644878783,182701,1060846
870.76527654062,1019270142,147.05790534182,738079,1058544
1959.41815401523,1020800030,225.80400445915,376920,1062033
3250.63915841007,1020660021,296.86948103827,168545,1061592
1067.58244248189,1020500020,148.11499811618,487377,1060931
5412.17960754796,1019830006,423.08126695621,92498,1076683
1034.95624127609,1020630012,143.82230307742,420370,1061493
869.8200962348,1020417505,142.16812610307,753526,1060687
777.53186116234,1020920025,132.69481013333,472866,1062379
977.00868239192,1019280021,139.07973214607,873447,1087422
835.21204606562,1019410156,134.30302351939,562675,1058933
32273.3523666593,1019730001,760.51857177442,551695,1084472
4727.22982023673,1018960030,293.81715978257,913107,1087387
256.91213342471,1020240139,64.1588152672,1227854,1089569
967.61935728693,1020790050,161.98243112265,267397,1061999
1485.7776494214,1019530060,169.64872727585,852372,1059362
980.22587032733,1020800137,148.1377791658,282869,1062067
329.76385337202,1020250123,79.10130059929,951620,1086998
3256.02317070106,1019257501,247.32936385675,989365,1086249
1504.6851932295,1019520027,214.74969864736,342379,1059315
2607.82756658617,1020340032,260.5451385652,204562,1060564
4275.76034444832,1019260029,414.8402827734,148236,1079501
1787.06191357215,1020700027,223.39800027339,501535,1061721
6685.09937568597,1019770037,540.31061692188,223340,1059681
887.84240974219,1020600123,135.7691164987,303505,1061371
2810.16241999552,1018670014,248.16294497593,257171,1056038
171.66449367206,1019980049,53.24299690964,1256132,1089123
2156.68150712315,1020610001,249.38234080036,807078,1061376
6328.98350695212,1019760006,319.61876030183,364739,1059649
2215.15684048996,1018280001,240.24181671794,25013,1055106
1812.58782111225,1018290050,230.26965243593,339048,1055172
2003.44495980172,1019280010,273.34713130423,146178,1058551
2037.57072466811,1018480007,234.97819304526,777276,1055828
24073.9859780394,1019680016,683.98635317387,416678,1059585
798.64955609874,1019600036,131.18208773806,702385,1059471
853.54402887902,1020800019,133.95600836841,278634,1062025
9111.33602002243,1020790001,619.37058982589,785526,1061969
2350.50374074527,1020740059,249.41580603331,172699,1061872
1300.59879833019,1020670040,161.4552750368,670767,1061628
1005.73652622084,1019480008,155.90023142469,732582,1059180
9580.06252402067,1019390026,623.54402067061,837981,1058809
925.75417513205,1020420003,156.90490061794,141669,1060700
4378.01284567555,1020050027,306.08811276278,1189638,1089757
2331.94127032515,1019250040,252.83362032321,14454,1058451
281.80655118438,1020410104,72.31355955472,951471,1087003
1940.37873447956,1019660040,201.57224625875,692922,1059532
865.78604168834,1019370049,134.43472605494,117725,1058726
1318.76413694041,1019430147,194.57086335381,582094,1059049
1830.20364330414,1019220061,192.45055479959,305343,1085332
5852.32097049611,1020947502,449.91684492987,238887,1062418
1480.57554422841,1019410003,177.21137897117,21485,1058870
1344.14500879489,1020410047,180.14748818517,396344,1060668
1997.03363615217,1019447502,254.06335016737,941891,1059084
2037.37228313965,1019820016,214.6466922573,761260,1059696
1180.52486523895,1020600138,173.51555462621,5016,1061373
